2900702	2903201	2904605	2905701	2910800	2913606	2913903	2914802	2915601	2916401	2918407	2919207	2925204	2925303	2927408	2928703	2930501	2933307	2906501	2907509	2908002	2910727	2911709	2917508	2918001	2919553	2929206	2929503	2929909	2931350	2905602	2905800	2908408	2910057	2910602	2912905	2915502	2921005	2921104	2922508	2927705	2930105	2930709	2932309	2932705	2932903	2933000	2906303	2908200	2908309	2911204	2912103	2914653	2915205	2916302	2917607	2918308	2919504	2922003	2924009	2926301	2927002	2931202	2902104	2902906	2904704	2905909	2907301	2909802	2909901	2910701	2911006	2911501	2913200	2914604	2914703	2914901	2916856	2918100	2921203	2923357	2925105	2925501	2926103	2929305	2901007	2901106	2903904	2906006	2906204	2906808	2907202	2908507	2910107	2910503	2912707	2913507	2914000	2916500	2917706	2919926	2920502	2920700	2923001	2926608	2927200	2927507	2928059	2928604	2928901	2931905	2932002	2932200	2932507	2933208	2933505	2902708	2903300	2903409	2904753	2904902	2905206	2906873	2908606	2909703	2912806	2914505	2915106	2916203	2916609	2916807	2917003	2917102	2917300	2918803	2920601	2921500	2922300	2922409	2925758	2928000	2928505	2928802	2929008	2929354
1.319296024	1.286678375	5.952823871	1.671502882	2.276896655	2.464161846	4.3598631	4.689925571	1.550724188	1.313249373	0.46145256	1.511791977	2.530428402	0.672558277	2.123698843	1.970210418	1.236690123	0.886315292	0	1.828019889	0	0	1.18369811	1.24195832	0	0	0	2.257336343	0	0	0	5.66315551	1.501231009	0	0	6.530825496	0	2.14670588	0	0	0	0	0	0	0	2.071208136	3.512099182	0	0	0	0	0	0	0	0	0	0	2.186652672	0	0	0	2.455072179	0	7.355780724	0	5.449888277	0	3.807493147	0	0	0	0	0	0	0	0	0	0	0	0	0	2.133515393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.963665461	0	0	0	0	2.313583046	0	0	0	0	0	0	0	0	0	0	0	0	8.096510404	0	0	0	0	0	0	0	0	0	0	4.500247514	0	0	0	5.676442763	0	0
1.319296024	1.930017563	2.976411935	2.674404611	1.951625704	4.312283231	2.17993155	1.406977671	1.550724188	2.626498746	1.845810241	3.023583955	2.530428402	10.08837416	3.481473513	0.985105209	1.236690123	3.545261168	2.296844136	0	5.884776084	0.881989769	0	1.24195832	1.923496147	1.142609033	2.512436561	6.772009029	2.268036561	3.115517145	0	0	0	0	0	0	0	0	4.407616361	0	0	1.265582484	0	0	4.873531849	0	0	0	0	0	0	0	3.269683495	0	0	0	8.955758553	6.559958016	0	0	0	0	4.745183639	0	0	5.449888277	3.472463366	0	0	2.88184438	0	0	0	0	0	0	3.53406842	0	2.471393619	0	0	0	10.64811528	0	2.663115846	0	0	0	1.404376036	0	0	0	3.016318282	0	0	0	3.715262298	0	0	0	0	0	4.861448712	0	0	0	0	0	0	0	0	4.125412541	0	0	0	0	0	0	0	0	0	0	3.26136586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.401476241	0	0	0	9.610764056	0	0	0
8.575424154	5.790052689	8.929235806	5.683109798	3.740615933	18.48121385	19.61938395	10.78682881	4.652172565	2.626498746	2.768715362	12.09433582	7.591285205	8.070699326	11.66293627	3.940420837	2.473380245	8.863152919	2.296844136	5.484059667	5.884776084	1.763979538	2.367396219	2.48391664	6.411653822	1.142609033	2.512436561	11.28668172	4.536073121	3.115517145	3.126172315	2.831577755	0	2.466425779	2.68550098	6.530825496	29.28114782	0	8.815232722	3.505696757	10.7999136	2.531164969	1.488349941	3.698908822	0	2.071208136	7.024198363	6.431074954	8.857003676	5.798109816	0	0	6.539366989	20.57754304	9.747538746	0	8.955758553	0	4.790648654	0	2.990788372	2.455072179	9.490367277	3.677890362	0	0	0	0	1.581302677	0	0	0	0	0	1.370482547	0	0	6.902740388	0	0	11.46066128	2.133515393	3.549371761	0	7.989347537	0	0	1.446173425	0	3.820293399	0	0	0	16.39478646	0	4.278074866	0	0	0	0	0	0	0	0	0	3.24527812	0	0	0	0	0	0	0	0	0	0	1.866437717	0	8.573388203	0	0	1.961745954	0	7.740836784	7.18907261	0	0	0	0	0	10.12812073	0	19.62515945	0	0	0	0	0	0	3.607633753	0	0	1.892147588	0	0
3.298240059	9.006748628	34.22873726	5.683109798	7.318596391	29.56994215	26.1591786	11.25582137	6.202896753	2.626498746	1.845810241	14.11005846	5.060856803	4.035349663	16.36292551	9.851052092	3.710070368	15.06735996	3.445266204	1.828019889	23.53910434	1.763979538	2.367396219	0	3.846992293	1.142609033	7.537309683	2.257336343	2.268036561	3.115517145	3.126172315	0	1.501231009	6.166064448	2.68550098	32.65412748	39.04153043	4.29341176	8.815232722	3.505696757	21.5998272	3.796747453	3.720874852	14.79563529	34.11472294	0	3.512099182	3.215537477	8.857003676	11.59621963	6.172268	4.610632118	0	20.57754304	9.747538746	1.837458428	8.955758553	15.3065687	0	0.849026167	2.990788372	2.455072179	4.745183639	1.838945181	3.164256558	0	0	3.807493147	0	2.88184438	0	0	14.0291807	3.713744569	0	1.550652049	0	6.902740388	2.471393619	3.842754486	0	2.133515393	7.098743522	6.946373993	0	0	0	0	0	0	2.870758454	2.778974281	0	0	2.393489708	4.278074866	3.715262298	1.67799312	0	0	14.22272792	4.799846405	0	2.305422353	1.858494248	0	9.619546919	0	0	0	1.972892458	0	5.247691016	0	0	4.73911189	1.866437717	0	0	4.722773212	5.975500448	1.961745954	3.26136586	3.870418392	0	11.57809425	3.44423779	0	0	0	5.064060364	2.770927429	19.62515945	3.496259003	0	0	0	0	0	3.607633753	0	19.22152811	1.892147588	6.784260516	0
2.638592047	5.790052689	22.32308952	2.674404611	7.155960915	36.34638723	34.8789048	16.4147395	4.652172565	3.939748119	5.075978164	8.566821205	2.530428402	6.725582772	22.87328098	7.880841674	3.710070368	15.36279839	4.593688272	12.79613922	23.53910434	3.527959076	3.551094329	1.24195832	10.25864612	2.285218067	5.024873122	2.257336343	2.268036561	4.984827432	12.50468926	2.831577755	6.004924038	3.699638669	2.68550098	26.12330199	29.28114782	6.440117639	17.63046544	7.011393514	3.5999712	1.265582484	3.720874852	7.397817644	43.86178664	2.071208136	3.512099182	3.215537477	13.28550551	11.59621963	6.172268	9.221264235	0	27.43672406	19.49507749	5.512375283	8.955758553	0	4.790648654	0.849026167	2.990788372	0	9.490367277	5.516835543	0	0	0	0	1.581302677	0	1.650573574	9.408222787	56.11672278	0	0	0	7.068136839	13.80548078	0	11.52826346	5.73033064	0	0	6.946373993	0	2.685212535	3.983746315	1.446173425	2.808752071	0	5.741516909	1.38948714	0	8.197393229	2.393489708	4.278074866	0	3.35598624	0	0	4.740909306	0	4.861448712	4.610844707	0	0	0	39.69199016	1.664752202	0	1.972892458	4.125412541	0	10.52520787	0	4.73911189	0	0	4.286694102	14.16831964	2.987750224	0	6.52273172	0	0	11.57809425	3.44423779	8.096510404	11.41422212	9.696499564	0	0	9.812579727	3.496259003	4.194630872	2.238288157	2.023554171	3.401476241	0	3.607633753	0	9.610764056	0	6.784260516	0
2.638592047	5.790052689	10.41744177	8.357514408	5.204335211	54.82760108	28.33911015	40.33335991	1.550724188	5.252997492	10.61340889	12.59826648	5.060856803	4.70790794	24.61401774	10.8361573	9.89352098	14.18104467	16.07790895	5.484059667	35.30865651	11.465867	2.367396219	2.48391664	26.28778067	3.4278271	7.537309683	0	2.268036561	8.723448005	3.126172315	5.66315551	1.501231009	1.23321289	2.68550098	19.59247649	43.92172173	4.29341176	0	3.505696757	10.7999136	0	5.953399763	7.397817644	77.97650958	4.142416271	17.56049591	16.07768739	4.428501838	11.59621963	9.258402	23.05316059	3.269683495	0	38.99015499	5.512375283	0	6.559958016	2.395324327	3.396104668	0	0	9.490367277	9.194725905	6.328513116	16.34966483	6.944926731	0	0	17.29106628	3.301147149	9.408222787	56.11672278	7.427489137	2.740965094	4.651956148	3.53406842	0	2.471393619	0	11.46066128	0	3.549371761	13.89274799	2.663115846	0	0	1.446173425	0	11.4608802	5.741516909	0	9.048954846	0	0	0	3.715262298	0	5.621767484	5.957700328	0	4.799846405	0	0	5.575482744	3.24527812	0	23.81519409	1.664752202	0	1.972892458	0	5.247691016	31.57562362	0	0	1.866437717	0	0	0	0	1.961745954	3.26136586	3.870418392	0	11.57809425	3.44423779	0	0	0	0	2.770927429	0	0	0	0	0	0	0	3.607633753	0	0	0	0	0
1.978944035	7.076731065	11.90564774	14.04062421	8.619680194	137.9930634	45.77856255	96.1434742	9.304345129	3.939748119	11.99776657	23.68474098	2.530428402	8.743257603	50.51618067	5.910631255	3.710070368	17.43086741	21.82001929	1.828019889	76.5020891	13.22984653	8.285886767	1.24195832	39.7522537	4.570436134	7.537309683	4.514672686	4.536073121	10.59275829	9.378516944	5.66315551	6.004924038	9.865703116	2.68550098	32.65412748	53.68210434	12.88023528	4.407616361	3.505696757	25.1997984	2.531164969	15.62767438	18.49454411	82.85004143	9.320436611	10.53629755	28.93983729	4.428501838	5.798109816	6.172268	13.83189635	13.07873398	54.87344811	0	12.86220899	8.955758553	8.746610688	4.790648654	1.698052334	2.990788372	2.455072179	37.96146911	0	3.164256558	43.59910622	6.944926731	26.65245203	1.581302677	31.70028818	1.650573574	18.81644557	56.11672278	18.56872284	4.111447641	3.101304098	10.60220526	27.61096155	0	7.685508973	5.73033064	0	0	0	2.663115846	8.055637604	7.96749263	0	1.404376036	19.10146699	0	2.778974281	0	8.197393229	2.393489708	0	7.430524595	6.711972481	2.810883742	2.978850164	0	19.19938562	4.861448712	0	0	0	14.42932038	7.938398031	0	2.963665461	1.972892458	8.250825083	10.49538203	10.52520787	4.627166092	0	0	17.88588803	0	9.445546425	0	0	6.52273172	0	7.18907261	0	0	0	0	0	0	2.770927429	19.62515945	3.496259003	4.194630872	13.42972894	2.023554171	0	4.500247514	3.607633753	2.677519546	0	0	6.784260516	17.67721407
4.617536083	10.93676619	10.41744177	15.04352594	8.294409243	118.2797686	128.6159615	121.4690723	6.202896753	9.19274561	11.07486145	50.89699657	5.060856803	16.14139865	70.88280072	8.865946883	1.236690123	16.54455212	51.67899306	9.140099444	82.38686518	11.465867	4.734792439	2.48391664	42.95808061	5.713045167	12.5621828	22.57336343	18.14429249	9.969654863	59.39727398	16.98946653	7.506155047	12.3321289	2.68550098	13.06165099	68.32267825	8.586823519	8.815232722	3.505696757	14.3998848	1.265582484	16.37184935	14.79563529	102.3441688	7.249228475	0	32.15537477	4.428501838	0	9.258402	13.83189635	6.539366989	27.43672406	19.49507749	9.187292138	8.955758553	4.373305344	11.97662163	14.43344484	5.981576744	2.455072179	23.72591819	0	9.492769674	43.59910622	10.4173901	3.807493147	6.325210709	34.58213256	1.650573574	9.408222787	14.0291807	14.85497827	1.370482547	6.202608197	14.13627368	0	2.471393619	19.21377243	5.73033064	2.133515393	0	6.946373993	5.326231691	5.370425069	11.95123895	0	1.404376036	0	8.612275363	1.38948714	6.032636564	16.39478646	4.786979416	12.8342246	0	3.35598624	11.24353497	5.957700328	9.481818613	19.19938562	14.58434614	2.305422353	3.716988496	3.24527812	9.619546919	0	1.664752202	5.927330923	0	0	31.4861461	68.41385117	6.940749138	4.73911189	0	89.42944017	0	4.722773212	0	0	3.26136586	0	7.18907261	0	0	8.096510404	11.41422212	9.696499564	10.12812073	2.770927429	14.71886959	6.992518006	25.16778523	2.238288157	0	0	27.00148508	0	2.677519546	9.610764056	0	6.784260516	106.0632844
13.85260825	10.93676619	13.39385371	15.71212709	16.75145396	121.9760114	176.5744556	177.2791866	37.21738052	6.566246865	14.76648193	80.1249748	2.530428402	26.90233109	91.7716418	14.77657814	9.89352098	21.86244387	49.38214893	12.79613922	94.15641735	21.16775445	1.18369811	9.935666559	55.78138825	6.855654201	30.14923873	20.31602709	11.3401828	10.59275829	171.9394773	5.66315551	15.01231009	16.03176756	2.68550098	39.18495298	141.5255478	25.76047056	17.63046544	3.505696757	25.1997984	7.593494906	17.11602432	25.89236175	160.826551	8.284832543	14.04839673	0	13.28550551	11.59621963	6.172268	36.88505694	13.07873398	48.0142671	19.49507749	12.86220899	8.955758553	0	26.3485676	12.7353925	2.990788372	9.820288716	0	0	3.164256558	163.4966483	10.4173901	19.03746573	9.487816063	25.93659942	8.252867872	28.22466836	42.08754209	3.713744569	4.111447641	9.303912295	67.14729997	20.70822116	2.471393619	11.52826346	11.46066128	6.40054618	3.549371761	6.946373993	7.989347537	13.42606267	11.95123895	1.446173425	2.808752071	3.820293399	11.48303382	1.38948714	6.032636564	24.59217969	4.786979416	0	3.715262298	0	5.621767484	11.91540066	37.92727445	38.39877124	0	27.66506824	14.86795398	6.490556241	38.47818768	79.38398031	6.659008807	8.890996384	5.918677373	8.250825083	20.99076406	57.8886433	9.254332184	4.73911189	3.732875434	71.54355214	12.8600823	0	11.9510009	0	29.35229274	3.870418392	0	0	6.88847558	0	11.41422212	29.08949869	0	2.770927429	0	3.496259003	25.16778523	0	4.047108341	3.401476241	9.000495027	0	2.677519546	9.610764056	1.892147588	0	53.03164221
